Los Angeles Lakers,91,Indiana Pacers,110,0,0,0,0,0,0,0,0
Detroit Pistons,91,Los Angeles Clippers,113,0,0,0,0,0,0,0,0
Boston Celtics,105,Philadelphia 76ers,87,0,0,0,0,0,0,0,0
Milwaukee Bucks,96,Phoenix Suns,94,0,0,0,0,0,0,0,0
San Antonio Spurs,95,Portland Trail Blazers,108,0,0,0,0,0,0,0,0
Orlando Magic,82,Toronto Raptors,95,0,0,0,0,0,0,0,0
Miami Heat,95,Brooklyn Nets,91,0,0,0,0,0,0,0,0
Golden State Warriors,98,Memphis Grizzlies,105,0,0,0,0,0,0,0,0
Utah Jazz,111,New Orleans Pelicans,119,0,0,0,0,0,0,0,0
Dallas Mavericks,107,New York Knicks,87,0,0,0,0,0,0,0,0
Oklahoma City Thunder,104,Sacramento Kings,92,0,0,0,0,0,0,0,0
Minnesota Timberwolves,95,Washington Wizards,109,0,0,0,0,0,0,0,0
Orlando Magic,92,Boston Celtics,109,0,0,0,0,0,0,0,0
Phoenix Suns,111,Charlotte Hornets,106,0,0,0,0,0,0,0,0
Atlanta Hawks,127,Cleveland Cavaliers,98,0,0,0,0,0,0,0,0
Houston Rockets,115,Denver Nuggets,111,0,0,0,0,0,0,0,0
Dallas Mavericks,117,Detroit Pistons,106,0,0,0,0,0,0,0,0
Indiana Pacers,100,Los Angeles Clippers,102,0,0,0,0,0,0,0,0
Utah Jazz,105,Miami Heat,87,0,0,0,0,0,0,0,0
Milwaukee Bucks,97,Portland Trail Blazers,104,0,0,0,0,0,0,0,0
Memphis Grizzlies,117,San Antonio Spurs,116,0,0,0,0,0,0,0,0
Brooklyn Nets,89,Toronto Raptors,105,0,0,0,0,0,0,0,0
New York Knicks,97,Chicago Bulls,103,0,0,0,0,0,0,0,0
Oklahoma City Thunder,109,Golden State Warriors,114,0,0,0,0,0,0,0,0
New Orleans Pelicans,99,Houston Rockets,90,0,0,0,0,0,0,0,0
Milwaukee Bucks,108,Sacramento Kings,107,0,0,0,0,0,0,0,0
Minnesota Timberwolves,98,Boston Celtics,114,0,0,0,0,0,0,0,0
Brooklyn Nets,91,Cleveland Cavaliers,95,0,0,0,0,0,0,0,0
Los Angeles Clippers,106,Denver Nuggets,109,0,0,0,0,0,0,0,0
Toronto Raptors,110,Detroit Pistons,100,0,0,0,0,0,0,0,0
Oklahoma City Thunder,104,Los Angeles Lakers,103,0,0,0,0,0,0,0,0
Chicago Bulls,103,Memphis Grizzlies,97,0,0,0,0,0,0,0,0
Washington Wizards,105,Miami Heat,103,0,0,0,0,0,0,0,0
Utah Jazz,101,Orlando Magic,94,0,0,0,0,0,0,0,0
Charlotte Hornets,109,Philadelphia 76ers,91,0,0,0,0,0,0,0,0
Portland Trail Blazers,129,San Antonio Spurs,119,0,0,0,0,0,0,0,0
Utah Jazz,86,Charlotte Hornets,104,0,0,0,0,0,0,0,0
San Antonio Spurs,93,Dallas Mavericks,99,0,0,0,0,0,0,0,0
Indiana Pacers,73,Denver Nuggets,76,0,0,0,0,0,0,0,0
Atlanta Hawks,104,Houston Rockets,97,0,0,0,0,0,0,0,0
Milwaukee Bucks,102,Los Angeles Clippers,106,0,0,0,0,0,0,0,0
Portland Trail Blazers,114,New Orleans Pelicans,88,0,0,0,0,0,0,0,0
Phoenix Suns,99,New York Knicks,90,0,0,0,0,0,0,0,0
Detroit Pistons,105,Brooklyn Nets,110,0,0,0,0,0,0,0,0
Memphis Grizzlies,91,Cleveland Cavaliers,105,0,0,0,0,0,0,0,0
Boston Celtics,84,Miami Heat,100,0,0,0,0,0,0,0,0
Indiana Pacers,100,Minnesota Timberwolves,96,0,0,0,0,0,0,0,0
New Orleans Pelicans,101,Oklahoma City Thunder,99,0,0,0,0,0,0,0,0
Philadelphia 76ers,96,Orlando Magic,88,0,0,0,0,0,0,0,0
Los Angeles Lakers,101,Sacramento Kings,108,0,0,0,0,0,0,0,0
New York Knicks,108,Toronto Raptors,118,0,0,0,0,0,0,0,0
Phoenix Suns,104,Washington Wizards,92,0,0,0,0,0,0,0,0
Toronto Raptors,120,Chicago Bulls,129,0,0,0,0,0,0,0,0
Denver Nuggets,82,Charlotte Hornets,110,0,0,0,0,0,0,0,0
Atlanta Hawks,105,Dallas Mavericks,102,0,0,0,0,0,0,0,0
Sacramento Kings,108,Golden State Warriors,128,0,0,0,0,0,0,0,0
Portland Trail Blazers,95,Houston Rockets,110,0,0,0,0,0,0,0,0
Utah Jazz,97,Memphis Grizzlies,91,0,0,0,0,0,0,0,0
Los Angeles Clippers,118,San Antonio Spurs,125,0,0,0,0,0,0,0,0
Los Angeles Clippers,104,Atlanta Hawks,107,0,0,0,0,0,0,0,0
Denver Nuggets,96,Brooklyn Nets,102,0,0,0,0,0,0,0,0
Minnesota Timberwolves,104,Cleveland Cavaliers,125,0,0,0,0,0,0,0,0
New Orleans Pelicans,84,Indiana Pacers,96,0,0,0,0,0,0,0,0
Golden State Warriors,105,Los Angeles Lakers,115,0,0,0,0,0,0,0,0
Philadelphia 76ers,91,Miami Heat,87,0,0,0,0,0,0,0,0
Charlotte Hornets,108,Milwaukee Bucks,101,0,0,0,0,0,0,0,0
Portland Trail Blazers,115,Oklahoma City Thunder,111,0,0,0,0,0,0,0,0
Boston Celtics,95,Orlando Magic,100,0,0,0,0,0,0,0,0
Dallas Mavericks,115,Phoenix Suns,124,0,0,0,0,0,0,0,0
Chicago Bulls,99,Washington Wizards,91,0,0,0,0,0,0,0,0
Los Angeles Lakers,93,Chicago Bulls,113,0,0,0,0,0,0,0,0
Golden State Warriors,86,Los Angeles Clippers,100,0,0,0,0,0,0,0,0
Cleveland Cavaliers,91,Miami Heat,101,0,0,0,0,0,0,0,0
Washington Wizards,102,New York Knicks,91,0,0,0,0,0,0,0,0
Oklahoma City Thunder,114,San Antonio Spurs,106,0,0,0,0,0,0,0,0
Milwaukee Bucks,107,Atlanta Hawks,77,0,0,0,0,0,0,0,0
Brooklyn Nets,109,Boston Celtics,107,0,0,0,0,0,0,0,0
Los Angeles Lakers,98,Dallas Mavericks,102,0,0,0,0,0,0,0,0
Minnesota Timberwolves,102,Denver Nuggets,106,0,0,0,0,0,0,0,0
Indiana Pacers,109,Detroit Pistons,119,0,0,0,0,0,0,0,0
Houston Rockets,117,Memphis Grizzlies,111,0,0,0,0,0,0,0,0
San Antonio Spurs,90,New Orleans Pelicans,97,0,0,0,0,0,0,0,0
Charlotte Hornets,75,Oklahoma City Thunder,98,0,0,0,0,0,0,0,0
Cleveland Cavaliers,98,Orlando Magic,89,0,0,0,0,0,0,0,0
Philadelphia 76ers,93,Portland Trail Blazers,114,0,0,0,0,0,0,0,0
Phoenix Suns,115,Sacramento Kings,106,0,0,0,0,0,0,0,0
Indiana Pacers,110,Brooklyn Nets,85,0,0,0,0,0,0,0,0
New Orleans Pelicans,100,Chicago Bulls,107,0,0,0,0,0,0,0,0
Orlando Magic,102,Charlotte Hornets,94,0,0,0,0,0,0,0,0
Minnesota Timberwolves,97,Golden State Warriors,110,0,0,0,0,0,0,0,0
Toronto Raptors,110,Los Angeles Clippers,98,0,0,0,0,0,0,0,0
Memphis Grizzlies,103,Miami Heat,95,0,0,0,0,0,0,0,0
Atlanta Hawks,90,Milwaukee Bucks,85,0,0,0,0,0,0,0,0
New York Knicks,129,Sacramento Kings,135,0,0,0,0,0,0,0,0
Philadelphia 76ers,71,Utah Jazz,88,0,0,0,0,0,0,0,0
Boston Celtics,88,Washington Wizards,101,0,0,0,0,0,0,0,0
Detroit Pistons,103,Cleveland Cavaliers,80,0,0,0,0,0,0,0,0
Oklahoma City Thunder,107,Dallas Mavericks,112,0,0,0,0,0,0,0,0
Toronto Raptors,116,Denver Nuggets,102,0,0,0,0,0,0,0,0
Phoenix Suns,116,Los Angeles Lakers,107,0,0,0,0,0,0,0,0
New York Knicks,79,Portland Trail Blazers,101,0,0,0,0,0,0,0,0
Houston Rockets,106,San Antonio Spurs,110,0,0,0,0,0,0,0,0
Sacramento Kings,99,Brooklyn Nets,107,0,0,0,0,0,0,0,0
Milwaukee Bucks,104,Charlotte Hornets,94,0,0,0,0,0,0,0,0
Washington Wizards,104,Houston Rockets,103,0,0,0,0,0,0,0,0
Chicago Bulls,92,Indiana Pacers,90,0,0,0,0,0,0,0,0
Utah Jazz,97,Los Angeles Clippers,101,0,0,0,0,0,0,0,0
Orlando Magic,102,Miami Heat,101,0,0,0,0,0,0,0,0
Cleveland Cavaliers,101,Atlanta Hawks,109,0,0,0,0,0,0,0,0
Brooklyn Nets,96,Chicago Bulls,82,0,0,0,0,0,0,0,0
Washington Wizards,87,Dallas Mavericks,114,0,0,0,0,0,0,0,0
Los Angeles Lakers,111,Denver Nuggets,103,0,0,0,0,0,0,0,0
Philadelphia 76ers,86,Golden State Warriors,126,0,0,0,0,0,0,0,0
San Antonio Spurs,87,Memphis Grizzlies,95,0,0,0,0,0,0,0,0
Phoenix Suns,106,New Orleans Pelicans,110,0,0,0,0,0,0,0,0
Detroit Pistons,109,Orlando Magic,86,0,0,0,0,0,0,0,0
Toronto Raptors,97,Portland Trail Blazers,102,0,0,0,0,0,0,0,0
Minnesota Timberwolves,94,Utah Jazz,100,0,0,0,0,0,0,0,0
Sacramento Kings,84,Boston Celtics,106,0,0,0,0,0,0,0,0
Milwaukee Bucks,96,Cleveland Cavaliers,80,0,0,0,0,0,0,0,0
Charlotte Hornets,83,Houston Rockets,102,0,0,0,0,0,0,0,0
Miami Heat,95,Indiana Pacers,106,0,0,0,0,0,0,0,0
New York Knicks,78,Los Angeles Clippers,99,0,0,0,0,0,0,0,0
Phoenix Suns,134,Oklahoma City Thunder,137,0,0,0,0,0,0,0,0
New Orleans Pelicans,93,San Antonio Spurs,95,0,0,0,0,0,0,0,0
Denver Nuggets,101,Chicago Bulls,106,0,0,0,0,0,0,0,0
Sacramento Kings,110,Minnesota Timberwolves,107,0,0,0,0,0,0,0,0
Dallas Mavericks,119,Boston Celtics,101,0,0,0,0,0,0,0,0
Cleveland Cavaliers,91,Charlotte Hornets,87,0,0,0,0,0,0,0,0
Toronto Raptors,105,Golden State Warriors,126,0,0,0,0,0,0,0,0
Memphis Grizzlies,109,Los Angeles Lakers,106,0,0,0,0,0,0,0,0
Indiana Pacers,94,Milwaukee Bucks,91,0,0,0,0,0,0,0,0
Houston Rockets,83,New Orleans Pelicans,111,0,0,0,0,0,0,0,0
Detroit Pistons,97,New York Knicks,81,0,0,0,0,0,0,0,0
Washington Wizards,102,Oklahoma City Thunder,109,0,0,0,0,0,0,0,0
Brooklyn Nets,100,Orlando Magic,98,0,0,0,0,0,0,0,0
Philadelphia 76ers,96,Phoenix Suns,112,0,0,0,0,0,0,0,0
Atlanta Hawks,98,Utah Jazz,92,0,0,0,0,0,0,0,0
Boston Celtics,104,Chicago Bulls,109,0,0,0,0,0,0,0,0
Memphis Grizzlies,85,Denver Nuggets,114,0,0,0,0,0,0,0,0
Miami Heat,79,Houston Rockets,115,0,0,0,0,0,0,0,0
Philadelphia 76ers,91,Los Angeles Clippers,127,0,0,0,0,0,0,0,0
Utah Jazz,101,Minnesota Timberwolves,89,0,0,0,0,0,0,0,0
Charlotte Hornets,98,Orlando Magic,90,0,0,0,0,0,0,0,0
Atlanta Hawks,115,Portland Trail Blazers,107,0,0,0,0,0,0,0,0
Washington Wizards,92,San Antonio Spurs,101,0,0,0,0,0,0,0,0
Dallas Mavericks,109,Cleveland Cavaliers,90,0,0,0,0,0,0,0,0
Sacramento Kings,95,Detroit Pistons,114,0,0,0,0,0,0,0,0
Indiana Pacers,87,Los Angeles Lakers,88,0,0,0,0,0,0,0,0
Brooklyn Nets,84,Miami Heat,88,0,0,0,0,0,0,0,0
Milwaukee Bucks,95,New York Knicks,82,0,0,0,0,0,0,0,0
Toronto Raptors,109,Phoenix Suns,125,0,0,0,0,0,0,0,0
Charlotte Hornets,104,Boston Celtics,95,0,0,0,0,0,0,0,0
Dallas Mavericks,96,Brooklyn Nets,88,0,0,0,0,0,0,0,0
Houston Rockets,105,Chicago Bulls,114,0,0,0,0,0,0,0,0
Oklahoma City Thunder,91,Golden State Warriors,117,0,0,0,0,0,0,0,0
Atlanta Hawks,107,Los Angeles Clippers,98,0,0,0,0,0,0,0,0
New York Knicks,83,Memphis Grizzlies,105,0,0,0,0,0,0,0,0
Denver Nuggets,110,Minnesota Timberwolves,101,0,0,0,0,0,0,0,0
Washington Wizards,92,New Orleans Pelicans,85,0,0,0,0,0,0,0,0
Cleveland Cavaliers,92,Philadelphia 76ers,95,0,0,0,0,0,0,0,0
Los Angeles Lakers,94,Portland Trail Blazers,98,0,0,0,0,0,0,0,0
Indiana Pacers,105,Utah Jazz,101,0,0,0,0,0,0,0,0
Phoenix Suns,102,Milwaukee Bucks,96,0,0,0,0,0,0,0,0
Detroit Pistons,105,San Antonio Spurs,104,0,0,0,0,0,0,0,0
Memphis Grizzlies,86,Atlanta Hawks,96,0,0,0,0,0,0,0,0
Boston Celtics,89,Brooklyn Nets,81,0,0,0,0,0,0,0,0
Utah Jazz,97,Chicago Bulls,77,0,0,0,0,0,0,0,0
New Orleans Pelicans,94,Charlotte Hornets,98,0,0,0,0,0,0,0,0
Houston Rockets,105,Cleveland Cavaliers,93,0,0,0,0,0,0,0,0
Detroit Pistons,108,Dallas Mavericks,95,0,0,0,0,0,0,0,0
Orlando Magic,90,Denver Nuggets,93,0,0,0,0,0,0,0,0
Indiana Pacers,102,Golden State Warriors,117,0,0,0,0,0,0,0,0
Los Angeles Lakers,89,Los Angeles Clippers,114,0,0,0,0,0,0,0,0
Phoenix Suns,113,Minnesota Timberwolves,111,0,0,0,0,0,0,0,0
Milwaukee Bucks,97,Philadelphia 76ers,77,0,0,0,0,0,0,0,0
Oklahoma City Thunder,83,Sacramento Kings,104,0,0,0,0,0,0,0,0
New York Knicks,91,Washington Wizards,101,0,0,0,0,0,0,0,0
Houston Rockets,120,New York Knicks,96,0,0,0,0,0,0,0,0
Miami Heat,83,Portland Trail Blazers,99,0,0,0,0,0,0,0,0
Charlotte Hornets,103,Toronto Raptors,95,0,0,0,0,0,0,0,0
Philadelphia 76ers,90,Brooklyn Nets,88,0,0,0,0,0,0,0,0
Atlanta Hawks,106,Detroit Pistons,103,0,0,0,0,0,0,0,0
Cleveland Cavaliers,94,Golden State Warriors,112,0,0,0,0,0,0,0,0
Boston Celtics,103,Indiana Pacers,107,0,0,0,0,0,0,0,0
Orlando Magic,84,Los Angeles Lakers,101,0,0,0,0,0,0,0,0
Minnesota Timberwolves,84,Milwaukee Bucks,98,0,0,0,0,0,0,0,0
Memphis Grizzlies,95,New Orleans Pelicans,106,0,0,0,0,0,0,0,0
Utah Jazz,94,Oklahoma City Thunder,99,0,0,0,0,0,0,0,0
Denver Nuggets,118,Sacramento Kings,108,0,0,0,0,0,0,0,0
Phoenix Suns,95,San Antonio Spurs,100,0,0,0,0,0,0,0,0
Chicago Bulls,86,Washington Wizards,102,0,0,0,0,0,0,0,0
Milwaukee Bucks,87,Chicago Bulls,95,0,0,0,0,0,0,0,0
Brooklyn Nets,93,Detroit Pistons,98,0,0,0,0,0,0,0,0
Utah Jazz,82,Houston Rockets,97,0,0,0,0,0,0,0,0
Dallas Mavericks,100,Los Angeles Clippers,120,0,0,0,0,0,0,0,0
San Antonio Spurs,108,Minnesota Timberwolves,93,0,0,0,0,0,0,0,0
Charlotte Hornets,110,New York Knicks,82,0,0,0,0,0,0,0,0
Indiana Pacers,92,Philadelphia 76ers,93,0,0,0,0,0,0,0,0
Orlando Magic,92,Portland Trail Blazers,103,0,0,0,0,0,0,0,0
Boston Celtics,96,Toronto Raptors,109,0,0,0,0,0,0,0,0
Washington Wizards,89,Atlanta Hawks,120,0,0,0,0,0,0,0,0
Miami Heat,104,Los Angeles Clippers,90,0,0,0,0,0,0,0,0
Portland Trail Blazers,106,Los Angeles Lakers,94,0,0,0,0,0,0,0,0
Phoenix Suns,110,Memphis Grizzlies,122,0,0,0,0,0,0,0,0
Cleveland Cavaliers,84,Sacramento Kings,103,0,0,0,0,0,0,0,0
New Orleans Pelicans,100,Boston Celtics,108,0,0,0,0,0,0,0,0
Houston Rockets,113,Brooklyn Nets,99,0,0,0,0,0,0,0,0
Orlando Magic,121,Chicago Bulls,114,0,0,0,0,0,0,0,0
Detroit Pistons,114,Toronto Raptors,111,0,0,0,0,0,0,0,0
Minnesota Timberwolves,110,Indiana Pacers,101,0,0,0,0,0,0,0,0
Miami Heat,78,Los Angeles Lakers,75,0,0,0,0,0,0,0,0
Atlanta Hawks,105,Philadelphia 76ers,87,0,0,0,0,0,0,0,0
Cleveland Cavaliers,100,Phoenix Suns,107,0,0,0,0,0,0,0,0
Dallas Mavericks,108,Sacramento Kings,104,0,0,0,0,0,0,0,0
Golden State Warriors,116,Utah Jazz,105,0,0,0,0,0,0,0,0
San Antonio Spurs,93,Washington Wizards,101,0,0,0,0,0,0,0,0
Atlanta Hawks,105,Boston Celtics,91,0,0,0,0,0,0,0,0
Memphis Grizzlies,103,Brooklyn Nets,92,0,0,0,0,0,0,0,0
Washington Wizards,105,Chicago Bulls,99,0,0,0,0,0,0,0,0
San Antonio Spurs,98,Charlotte Hornets,93,0,0,0,0,0,0,0,0
Dallas Mavericks,107,Denver Nuggets,114,0,0,0,0,0,0,0,0
New Orleans Pelicans,105,Detroit Pistons,94,0,0,0,0,0,0,0,0
Miami Heat,89,Golden State Warriors,104,0,0,0,0,0,0,0,0
Houston Rockets,113,Orlando Magic,120,0,0,0,0,0,0,0,0
Los Angeles Clippers,100,Portland Trail Blazers,94,0,0,0,0,0,0,0,0
Philadelphia 76ers,84,Toronto Raptors,100,0,0,0,0,0,0,0,0
Oklahoma City Thunder,101,Houston Rockets,112,0,0,0,0,0,0,0,0
Cleveland Cavaliers,109,Los Angeles Lakers,102,0,0,0,0,0,0,0,0
New York Knicks,79,Milwaukee Bucks,95,0,0,0,0,0,0,0,0
Chicago Bulls,119,Boston Celtics,103,0,0,0,0,0,0,0,0
Denver Nuggets,89,Dallas Mavericks,97,0,0,0,0,0,0,0,0
Detroit Pistons,98,Indiana Pacers,96,0,0,0,0,0,0,0,0
Cleveland Cavaliers,126,Los Angeles Clippers,121,0,0,0,0,0,0,0,0
Golden State Warriors,115,Oklahoma City Thunder,127,0,0,0,0,0,0,0,0
Memphis Grizzlies,106,Orlando Magic,96,0,0,0,0,0,0,0,0
New Orleans Pelicans,81,Philadelphia 76ers,96,0,0,0,0,0,0,0,0
Minnesota Timberwolves,99,Phoenix Suns,110,0,0,0,0,0,0,0,0
Miami Heat,95,Sacramento Kings,83,0,0,0,0,0,0,0,0
Portland Trail Blazers,96,San Antonio Spurs,110,0,0,0,0,0,0,0,0
Atlanta Hawks,110,Toronto Raptors,89,0,0,0,0,0,0,0,0
Los Angeles Lakers,85,Utah Jazz,94,0,0,0,0,0,0,0,0
Brooklyn Nets,102,Washington Wizards,80,0,0,0,0,0,0,0,0
Washington Wizards,99,Brooklyn Nets,90,0,0,0,0,0,0,0,0
Atlanta Hawks,107,Chicago Bulls,99,0,0,0,0,0,0,0,0
Indiana Pacers,71,Charlotte Hornets,80,0,0,0,0,0,0,0,0
Minnesota Timberwolves,113,Denver Nuggets,105,0,0,0,0,0,0,0,0
Philadelphia 76ers,89,Detroit Pistons,107,0,0,0,0,0,0,0,0
Golden State Warriors,131,Houston Rockets,106,0,0,0,0,0,0,0,0
Portland Trail Blazers,98,Memphis Grizzlies,102,0,0,0,0,0,0,0,0
Los Angeles Clippers,117,Sacramento Kings,108,0,0,0,0,0,0,0,0
Oklahoma City Thunder,127,Orlando Magic,99,0,0,0,0,0,0,0,0
Utah Jazz,69,San Antonio Spurs,89,0,0,0,0,0,0,0,0
New Orleans Pelicans,95,Toronto Raptors,93,0,0,0,0,0,0,0,0
Detroit Pistons,82,Atlanta Hawks,93,0,0,0,0,0,0,0,0
Minnesota Timberwolves,80,Charlotte Hornets,105,0,0,0,0,0,0,0,0
Chicago Bulls,94,Cleveland Cavaliers,108,0,0,0,0,0,0,0,0
Denver Nuggets,79,Golden State Warriors,122,0,0,0,0,0,0,0,0
Indiana Pacers,98,Houston Rockets,110,0,0,0,0,0,0,0,0
Boston Celtics,93,Los Angeles Clippers,102,0,0,0,0,0,0,0,0
Dallas Mavericks,103,Memphis Grizzlies,95,0,0,0,0,0,0,0,0
Toronto Raptors,92,Milwaukee Bucks,89,0,0,0,0,0,0,0,0
New Orleans Pelicans,92,New York Knicks,99,0,0,0,0,0,0,0,0
Los Angeles Lakers,100,Phoenix Suns,115,0,0,0,0,0,0,0,0
Sacramento Kings,94,Portland Trail Blazers,98,0,0,0,0,0,0,0,0
Philadelphia 76ers,76,Washington Wizards,111,0,0,0,0,0,0,0,0
San Antonio Spurs,109,Denver Nuggets,99,0,0,0,0,0,0,0,0
Oklahoma City Thunder,94,Miami Heat,86,0,0,0,0,0,0,0,0
Indiana Pacers,91,Atlanta Hawks,110,0,0,0,0,0,0,0,0
Miami Heat,76,Charlotte Hornets,78,0,0,0,0,0,0,0,0
Utah Jazz,92,Cleveland Cavaliers,106,0,0,0,0,0,0,0,0
Orlando Magic,118,Detroit Pistons,128,0,0,0,0,0,0,0,0
Houston Rockets,113,Golden State Warriors,126,0,0,0,0,0,0,0,0
Toronto Raptors,86,Memphis Grizzlies,92,0,0,0,0,0,0,0,0
Dallas Mavericks,98,Minnesota Timberwolves,75,0,0,0,0,0,0,0,0
Los Angeles Lakers,80,New Orleans Pelicans,96,0,0,0,0,0,0,0,0
New York Knicks,98,Philadelphia 76ers,91,0,0,0,0,0,0,0,0
Portland Trail Blazers,113,Phoenix Suns,118,0,0,0,0,0,0,0,0
Brooklyn Nets,103,Sacramento Kings,100,0,0,0,0,0,0,0,0
Oklahoma City Thunder,105,Washington Wizards,103,0,0,0,0,0,0,0,0
San Antonio Spurs,81,Chicago Bulls,104,0,0,0,0,0,0,0,0
Brooklyn Nets,84,Los Angeles Clippers,123,0,0,0,0,0,0,0,0
Utah Jazz,101,Milwaukee Bucks,99,0,0,0,0,0,0,0,0
Boston Celtics,90,Portland Trail Blazers,89,0,0,0,0,0,0,0,0
Oklahoma City Thunder,93,Atlanta Hawks,103,0,0,0,0,0,0,0,0
Charlotte Hornets,90,Cleveland Cavaliers,129,0,0,0,0,0,0,0,0
Chicago Bulls,102,Dallas Mavericks,98,0,0,0,0,0,0,0,0
Boston Celtics,100,Denver Nuggets,99,0,0,0,0,0,0,0,0
Sacramento Kings,101,Golden State Warriors,126,0,0,0,0,0,0,0,0
Indiana Pacers,87,Miami Heat,89,0,0,0,0,0,0,0,0
New Orleans Pelicans,92,Minnesota Timberwolves,84,0,0,0,0,0,0,0,0
Orlando Magic,106,New York Knicks,113,0,0,0,0,0,0,0,0
Toronto Raptors,91,Philadelphia 76ers,86,0,0,0,0,0,0,0,0
Houston Rockets,113,Phoenix Suns,111,0,0,0,0,0,0,0,0
Los Angeles Lakers,85,San Antonio Spurs,99,0,0,0,0,0,0,0,0
New York Knicks,71,Charlotte Hornets,76,0,0,0,0,0,0,0,0
Philadelphia 76ers,83,Memphis Grizzlies,101,0,0,0,0,0,0,0,0
Detroit Pistons,86,Milwaukee Bucks,101,0,0,0,0,0,0,0,0
Washington Wizards,96,Portland Trail Blazers,103,0,0,0,0,0,0,0,0
Brooklyn Nets,73,Utah Jazz,108,0,0,0,0,0,0,0,0
Minnesota Timberwolves,100,Atlanta Hawks,112,0,0,0,0,0,0,0,0
Miami Heat,96,Chicago Bulls,84,0,0,0,0,0,0,0,0
Oklahoma City Thunder,98,Cleveland Cavaliers,108,0,0,0,0,0,0,0,0
Washington Wizards,117,Denver Nuggets,115,0,0,0,0,0,0,0,0
Boston Celtics,111,Golden State Warriors,114,0,0,0,0,0,0,0,0
Houston Rockets,99,Los Angeles Lakers,87,0,0,0,0,0,0,0,0
Dallas Mavericks,106,New Orleans Pelicans,109,0,0,0,0,0,0,0,0
Indiana Pacers,106,Orlando Magic,99,0,0,0,0,0,0,0,0
Los Angeles Clippers,120,Phoenix Suns,100,0,0,0,0,0,0,0,0
Milwaukee Bucks,95,San Antonio Spurs,101,0,0,0,0,0,0,0,0
Detroit Pistons,110,Toronto Raptors,114,0,0,0,0,0,0,0,0
Denver Nuggets,98,Los Angeles Clippers,102,0,0,0,0,0,0,0,0
Orlando Magic,94,Memphis Grizzlies,103,0,0,0,0,0,0,0,0
Philadelphia 76ers,74,New Orleans Pelicans,99,0,0,0,0,0,0,0,0
Minnesota Timberwolves,84,Oklahoma City Thunder,92,0,0,0,0,0,0,0,0
Boston Celtics,99,Utah Jazz,90,0,0,0,0,0,0,0,0
Memphis Grizzlies,109,Dallas Mavericks,90,0,0,0,0,0,0,0,0
Cleveland Cavaliers,103,Detroit Pistons,95,0,0,0,0,0,0,0,0
Chicago Bulls,113,Golden State Warriors,111,0,0,0,0,0,0,0,0
Toronto Raptors,104,Indiana Pacers,91,0,0,0,0,0,0,0,0
Washington Wizards,98,Los Angeles Lakers,92,0,0,0,0,0,0,0,0
Milwaukee Bucks,109,Miami Heat,102,0,0,0,0,0,0,0,0
Brooklyn Nets,102,Atlanta Hawks,113,0,0,0,0,0,0,0,0
Portland Trail Blazers,94,Cleveland Cavaliers,99,0,0,0,0,0,0,0,0
Dallas Mavericks,94,Houston Rockets,99,0,0,0,0,0,0,0,0
Boston Celtics,98,Minnesota Timberwolves,110,0,0,0,0,0,0,0,0
Denver Nuggets,93,New Orleans Pelicans,85,0,0,0,0,0,0,0,0
Oklahoma City Thunder,92,New York Knicks,100,0,0,0,0,0,0,0,0
Detroit Pistons,69,Philadelphia 76ers,89,0,0,0,0,0,0,0,0
Washington Wizards,98,Phoenix Suns,106,0,0,0,0,0,0,0,0
Charlotte Hornets,86,San Antonio Spurs,95,0,0,0,0,0,0,0,0
Sacramento Kings,102,Toronto Raptors,119,0,0,0,0,0,0,0,0
Los Angeles Clippers,94,Utah Jazz,89,0,0,0,0,0,0,0,0
New York Knicks,82,Indiana Pacers,103,0,0,0,0,0,0,0,0
Chicago Bulls,118,Los Angeles Lakers,123,0,0,0,0,0,0,0,0
Denver Nuggets,69,Memphis Grizzlies,99,0,0,0,0,0,0,0,0
Milwaukee Bucks,115,Orlando Magic,100,0,0,0,0,0,0,0,0
Portland Trail Blazers,99,Atlanta Hawks,105,0,0,0,0,0,0,0,0
Houston Rockets,93,Boston Celtics,87,0,0,0,0,0,0,0,0
Toronto Raptors,127,Brooklyn Nets,122,0,0,0,0,0,0,0,0
Sacramento Kings,90,Cleveland Cavaliers,101,0,0,0,0,0,0,0,0
Dallas Mavericks,93,Miami Heat,72,0,0,0,0,0,0,0,0
Los Angeles Clippers,103,New Orleans Pelicans,108,0,0,0,0,0,0,0,0
Minnesota Timberwolves,94,Philadelphia 76ers,103,0,0,0,0,0,0,0,0
Chicago Bulls,93,Phoenix Suns,99,0,0,0,0,0,0,0,0
Golden State Warriors,100,Utah Jazz,110,0,0,0,0,0,0,0,0
Philadelphia 76ers,85,Atlanta Hawks,91,0,0,0,0,0,0,0,0
Charlotte Hornets,104,Denver Nuggets,86,0,0,0,0,0,0,0,0
Houston Rockets,101,Detroit Pistons,114,0,0,0,0,0,0,0,0
Phoenix Suns,87,Golden State Warriors,106,0,0,0,0,0,0,0,0
Sacramento Kings,99,Indiana Pacers,94,0,0,0,0,0,0,0,0
Oklahoma City Thunder,74,Memphis Grizzlies,85,0,0,0,0,0,0,0,0
Portland Trail Blazers,88,Milwaukee Bucks,95,0,0,0,0,0,0,0,0
Cleveland Cavaliers,106,Minnesota Timberwolves,90,0,0,0,0,0,0,0,0
Dallas Mavericks,108,Orlando Magic,93,0,0,0,0,0,0,0,0
Los Angeles Clippers,105,San Antonio Spurs,85,0,0,0,0,0,0,0,0
